Date,Ticker,Open,High,Low,Close
10/19/1994,IGGRC10D,,,,21.5000000
10/20/1994,IGGRC10D,,,,21.5000000
10/21/1994,IGGRC10D,,,,21.5000000
10/24/1994,IGGRC10D,,,,21.5000000
10/25/1994,IGGRC10D,,,,21.5000000
10/26/1994,IGGRC10D,,,,21.5000000
10/27/1994,IGGRC10D,,,,21.5000000
10/28/1994,IGGRC10D,,,,21.5000000
10/31/1994,IGGRC10D,,,,21.5000000
11/01/1994,IGGRC10D,,,,21.5000000
11/02/1994,IGGRC10D,,,,21.5000000
11/03/1994,IGGRC10D,,,,21.5000000
11/04/1994,IGGRC10D,,,,21.5000000
11/07/1994,IGGRC10D,,,,21.5000000
11/08/1994,IGGRC10D,,,,21.5000000
11/09/1994,IGGRC10D,,,,21.5000000
11/10/1994,IGGRC10D,,,,21.5000000
11/11/1994,IGGRC10D,,,,21.5000000
11/14/1994,IGGRC10D,,,,21.5000000
11/15/1994,IGGRC10D,,,,21.5000000
11/16/1994,IGGRC10D,,,,21.5000000
11/17/1994,IGGRC10D,,,,21.5000000
11/18/1994,IGGRC10D,,,,21.5000000
11/21/1994,IGGRC10D,,,,21.5000000
11/22/1994,IGGRC10D,,,,21.5000000
11/23/1994,IGGRC10D,,,,21.5000000
11/24/1994,IGGRC10D,,,,21.5000000
11/25/1994,IGGRC10D,,,,21.5000000
11/28/1994,IGGRC10D,,,,21.5000000
11/29/1994,IGGRC10D,,,,21.5000000
11/30/1994,IGGRC10D,,,,21.5000000
12/01/1994,IGGRC10D,,,,21.5000000
12/02/1994,IGGRC10D,,,,21.5000000
12/05/1994,IGGRC10D,,,,21.5000000
12/06/1994,IGGRC10D,,,,21.5000000
12/07/1994,IGGRC10D,,,,21.5000000
12/08/1994,IGGRC10D,,,,21.5000000
12/09/1994,IGGRC10D,,,,21.5000000
12/12/1994,IGGRC10D,,,,21.5000000
12/13/1994,IGGRC10D,,,,21.5000000
12/14/1994,IGGRC10D,,,,21.5000000
12/15/1994,IGGRC10D,,,,21.5000000
12/16/1994,IGGRC10D,,,,21.5000000
12/19/1994,IGGRC10D,,,,21.5000000
12/20/1994,IGGRC10D,,,,21.5000000
12/21/1994,IGGRC10D,,,,21.5000000
12/22/1994,IGGRC10D,,,,21.5000000
12/23/1994,IGGRC10D,,,,21.5000000
12/26/1994,IGGRC10D,,,,21.5000000
12/27/1994,IGGRC10D,,,,21.5000000
12/28/1994,IGGRC10D,,,,21.5000000
12/29/1994,IGGRC10D,,,,21.5000000
12/30/1994,IGGRC10D,,,,19.0000000
01/02/1995,IGGRC10D,,,,19.0000000
01/03/1995,IGGRC10D,,,,19.0000000
01/04/1995,IGGRC10D,,,,19.0000000
01/05/1995,IGGRC10D,,,,19.0000000
01/06/1995,IGGRC10D,,,,19.0000000
01/09/1995,IGGRC10D,,,,19.0000000
01/10/1995,IGGRC10D,,,,19.0000000
01/11/1995,IGGRC10D,,,,19.0000000
01/12/1995,IGGRC10D,,,,19.0000000
01/13/1995,IGGRC10D,,,,19.0000000
01/16/1995,IGGRC10D,,,,19.0000000
01/17/1995,IGGRC10D,,,,19.0000000
01/18/1995,IGGRC10D,,,,19.0000000
01/19/1995,IGGRC10D,,,,19.0000000
01/20/1995,IGGRC10D,,,,19.0000000
01/23/1995,IGGRC10D,,,,19.0000000
01/24/1995,IGGRC10D,,,,19.0000000
01/25/1995,IGGRC10D,,,,19.0000000
01/26/1995,IGGRC10D,,,,19.0000000
01/27/1995,IGGRC10D,,,,19.0000000
01/30/1995,IGGRC10D,,,,19.0000000
01/31/1995,IGGRC10D,,,,19.0000000
02/01/1995,IGGRC10D,,,,19.0000000
02/02/1995,IGGRC10D,,,,19.0000000
02/03/1995,IGGRC10D,,,,19.0000000
02/06/1995,IGGRC10D,,,,19.0000000
02/07/1995,IGGRC10D,,,,19.0000000
02/08/1995,IGGRC10D,,,,19.0000000
02/09/1995,IGGRC10D,,,,19.0000000
02/10/1995,IGGRC10D,,,,19.0000000
02/13/1995,IGGRC10D,,,,19.0000000
02/14/1995,IGGRC10D,,,,19.0000000
02/15/1995,IGGRC10D,,,,19.0000000
02/16/1995,IGGRC10D,,,,19.0000000
02/17/1995,IGGRC10D,,,,19.0000000
02/20/1995,IGGRC10D,,,,19.0000000
02/21/1995,IGGRC10D,,,,19.0000000
02/22/1995,IGGRC10D,,,,19.0000000
02/23/1995,IGGRC10D,,,,19.0000000
02/24/1995,IGGRC10D,,,,19.0000000
02/27/1995,IGGRC10D,,,,19.0000000
02/28/1995,IGGRC10D,,,,18.5000000
03/01/1995,IGGRC10D,,,,18.5000000
03/02/1995,IGGRC10D,,,,18.5000000
03/03/1995,IGGRC10D,,,,18.5000000
03/06/1995,IGGRC10D,,,,18.5000000
03/07/1995,IGGRC10D,,,,18.5000000
03/08/1995,IGGRC10D,,,,18.5000000
03/09/1995,IGGRC10D,,,,18.5000000
03/10/1995,IGGRC10D,,,,18.5000000
03/13/1995,IGGRC10D,,,,18.5000000
03/14/1995,IGGRC10D,,,,18.5000000
03/15/1995,IGGRC10D,,,,18.5000000
03/16/1995,IGGRC10D,,,,18.5000000
03/17/1995,IGGRC10D,,,,18.5000000
03/20/1995,IGGRC10D,,,,18.5000000
03/21/1995,IGGRC10D,,,,18.5000000
03/22/1995,IGGRC10D,,,,18.5000000
03/23/1995,IGGRC10D,,,,18.5000000
03/24/1995,IGGRC10D,,,,18.5000000
03/27/1995,IGGRC10D,,,,18.5000000
03/28/1995,IGGRC10D,,,,18.5000000
03/29/1995,IGGRC10D,,,,18.5000000
03/30/1995,IGGRC10D,,,,18.5000000
03/31/1995,IGGRC10D,,,,18.2500000
04/03/1995,IGGRC10D,,,,18.2500000
04/04/1995,IGGRC10D,,,,18.2500000
04/05/1995,IGGRC10D,,,,18.2500000
04/06/1995,IGGRC10D,,,,18.2500000
04/07/1995,IGGRC10D,,,,18.2500000
04/10/1995,IGGRC10D,,,,18.2500000
04/11/1995,IGGRC10D,,,,18.2500000
04/12/1995,IGGRC10D,,,,18.2500000
04/13/1995,IGGRC10D,,,,18.2500000
04/14/1995,IGGRC10D,,,,18.2500000
04/17/1995,IGGRC10D,,,,18.2500000
04/18/1995,IGGRC10D,,,,18.2500000
04/19/1995,IGGRC10D,,,,18.2500000
04/20/1995,IGGRC10D,,,,18.2500000
04/21/1995,IGGRC10D,,,,18.2500000
04/24/1995,IGGRC10D,,,,18.2500000
04/25/1995,IGGRC10D,,,,18.2500000
04/26/1995,IGGRC10D,,,,18.2500000
04/27/1995,IGGRC10D,,,,18.2500000
04/28/1995,IGGRC10D,,,,18.0000000
05/01/1995,IGGRC10D,,,,18.0000000
05/02/1995,IGGRC10D,,,,18.0000000
05/03/1995,IGGRC10D,,,,18.0000000
05/04/1995,IGGRC10D,,,,18.0000000
05/05/1995,IGGRC10D,,,,18.0000000
05/08/1995,IGGRC10D,,,,18.0000000
05/09/1995,IGGRC10D,,,,18.0000000
05/10/1995,IGGRC10D,,,,18.0000000
05/11/1995,IGGRC10D,,,,18.0000000
05/12/1995,IGGRC10D,,,,18.0000000
05/15/1995,IGGRC10D,,,,18.0000000
05/16/1995,IGGRC10D,,,,18.0000000
05/17/1995,IGGRC10D,,,,17.7500000
05/18/1995,IGGRC10D,,,,17.7500000
05/19/1995,IGGRC10D,,,,17.7500000
05/22/1995,IGGRC10D,,,,17.7500000
05/23/1995,IGGRC10D,,,,17.7500000
05/24/1995,IGGRC10D,,,,17.7500000
05/25/1995,IGGRC10D,,,,17.7500000
05/26/1995,IGGRC10D,,,,17.7500000
05/29/1995,IGGRC10D,,,,17.5000000
05/30/1995,IGGRC10D,,,,17.5000000
05/31/1995,IGGRC10D,,,,17.5000000
06/01/1995,IGGRC10D,,,,17.5000000
06/02/1995,IGGRC10D,,,,17.5000000
06/05/1995,IGGRC10D,,,,17.5000000
06/06/1995,IGGRC10D,,,,17.5000000
06/07/1995,IGGRC10D,,,,17.5000000
06/08/1995,IGGRC10D,,,,17.5000000
06/09/1995,IGGRC10D,,,,17.5000000
06/12/1995,IGGRC10D,,,,17.5000000
06/13/1995,IGGRC10D,,,,17.5000000
06/14/1995,IGGRC10D,,,,17.5000000
06/15/1995,IGGRC10D,,,,17.5000000
06/16/1995,IGGRC10D,,,,17.5000000
06/19/1995,IGGRC10D,,,,17.5000000
06/20/1995,IGGRC10D,,,,17.5000000
06/21/1995,IGGRC10D,,,,17.5000000
06/22/1995,IGGRC10D,,,,17.5000000
06/23/1995,IGGRC10D,,,,17.5000000
06/26/1995,IGGRC10D,,,,17.5000000
06/27/1995,IGGRC10D,,,,17.5000000
06/28/1995,IGGRC10D,,,,17.5000000
06/29/1995,IGGRC10D,,,,17.5000000
06/30/1995,IGGRC10D,,,,17.2400000
07/03/1995,IGGRC10D,,,,17.2400000
07/04/1995,IGGRC10D,,,,17.2400000
07/05/1995,IGGRC10D,,,,17.2400000
07/06/1995,IGGRC10D,,,,17.2400000
07/07/1995,IGGRC10D,,,,17.2400000
07/10/1995,IGGRC10D,,,,17.2400000
07/11/1995,IGGRC10D,,,,17.2400000
07/12/1995,IGGRC10D,,,,17.2400000
07/13/1995,IGGRC10D,,,,17.2400000
07/14/1995,IGGRC10D,,,,17.2400000
07/17/1995,IGGRC10D,,,,17.2400000
07/18/1995,IGGRC10D,,,,17.2400000
07/19/1995,IGGRC10D,,,,17.2400000
07/20/1995,IGGRC10D,,,,17.2400000
07/21/1995,IGGRC10D,,,,17.2400000
07/24/1995,IGGRC10D,,,,17.2400000
07/25/1995,IGGRC10D,,,,17.2400000
07/26/1995,IGGRC10D,,,,17.2400000
07/27/1995,IGGRC10D,,,,17.2400000
07/28/1995,IGGRC10D,,,,17.2400000
07/31/1995,IGGRC10D,,,,17.2400000
08/01/1995,IGGRC10D,,,,17.2400000
08/02/1995,IGGRC10D,,,,17.2400000
08/03/1995,IGGRC10D,,,,17.2400000
08/04/1995,IGGRC10D,,,,17.2400000
08/07/1995,IGGRC10D,,,,17.2400000
08/08/1995,IGGRC10D,,,,17.2400000
08/09/1995,IGGRC10D,,,,17.2400000
08/10/1995,IGGRC10D,,,,17.2400000
08/11/1995,IGGRC10D,,,,17.2400000
08/14/1995,IGGRC10D,,,,17.2400000
08/15/1995,IGGRC10D,,,,17.2400000
08/16/1995,IGGRC10D,,,,17.2400000
08/17/1995,IGGRC10D,,,,17.2400000
08/18/1995,IGGRC10D,,,,17.2400000
08/21/1995,IGGRC10D,,,,17.2400000
08/22/1995,IGGRC10D,,,,17.2400000
08/23/1995,IGGRC10D,,,,17.2400000
08/24/1995,IGGRC10D,,,,17.2400000
08/25/1995,IGGRC10D,,,,17.2400000
08/28/1995,IGGRC10D,,,,17.2400000
08/29/1995,IGGRC10D,,,,17.2400000
08/30/1995,IGGRC10D,,,,17.2400000
08/31/1995,IGGRC10D,,,,16.1900000
09/01/1995,IGGRC10D,,,,16.1900000
09/04/1995,IGGRC10D,,,,16.1900000
09/05/1995,IGGRC10D,,,,16.1900000
09/06/1995,IGGRC10D,,,,16.1900000
09/07/1995,IGGRC10D,,,,16.1900000
09/08/1995,IGGRC10D,,,,16.1900000
09/11/1995,IGGRC10D,,,,16.1900000
09/12/1995,IGGRC10D,,,,16.1900000
09/13/1995,IGGRC10D,,,,16.1900000
09/14/1995,IGGRC10D,,,,16.1900000
09/15/1995,IGGRC10D,,,,16.1900000
09/18/1995,IGGRC10D,,,,16.1900000
09/19/1995,IGGRC10D,,,,16.1900000
09/20/1995,IGGRC10D,,,,16.1900000
09/21/1995,IGGRC10D,,,,16.1900000
09/22/1995,IGGRC10D,,,,16.1900000
09/25/1995,IGGRC10D,,,,16.1900000
09/26/1995,IGGRC10D,,,,16.1900000
09/27/1995,IGGRC10D,,,,16.1900000
09/28/1995,IGGRC10D,,,,16.1900000
09/29/1995,IGGRC10D,,,,15.7200000
10/02/1995,IGGRC10D,,,,15.7200000
10/03/1995,IGGRC10D,,,,15.7200000
10/04/1995,IGGRC10D,,,,15.7200000
10/05/1995,IGGRC10D,,,,15.7200000
10/06/1995,IGGRC10D,,,,15.7200000
10/09/1995,IGGRC10D,,,,15.7200000
10/10/1995,IGGRC10D,,,,15.7200000
10/11/1995,IGGRC10D,,,,15.7200000
10/12/1995,IGGRC10D,,,,15.7200000
10/13/1995,IGGRC10D,,,,15.7200000
10/16/1995,IGGRC10D,,,,15.7200000
10/17/1995,IGGRC10D,,,,15.7200000
10/18/1995,IGGRC10D,,,,15.7200000
10/19/1995,IGGRC10D,,,,15.7200000
10/20/1995,IGGRC10D,,,,15.7200000
10/23/1995,IGGRC10D,,,,15.7200000
10/24/1995,IGGRC10D,,,,15.7200000
10/25/1995,IGGRC10D,,,,15.7200000
10/26/1995,IGGRC10D,,,,15.7200000
10/27/1995,IGGRC10D,,,,15.7200000
10/30/1995,IGGRC10D,,,,15.7200000
10/31/1995,IGGRC10D,,,,15.7200000
11/01/1995,IGGRC10D,,,,15.7200000
11/02/1995,IGGRC10D,,,,15.7200000
11/03/1995,IGGRC10D,,,,15.7200000
11/06/1995,IGGRC10D,,,,15.7200000
11/07/1995,IGGRC10D,,,,15.7200000
11/08/1995,IGGRC10D,,,,15.7200000
11/09/1995,IGGRC10D,,,,15.7200000
11/10/1995,IGGRC10D,,,,15.7200000
11/13/1995,IGGRC10D,,,,15.7200000
11/14/1995,IGGRC10D,,,,15.7200000
11/15/1995,IGGRC10D,,,,15.4000000
11/16/1995,IGGRC10D,,,,15.4000000
11/17/1995,IGGRC10D,,,,15.4000000
11/20/1995,IGGRC10D,,,,15.4000000
11/21/1995,IGGRC10D,,,,15.4000000
11/22/1995,IGGRC10D,,,,15.4000000
11/23/1995,IGGRC10D,,,,15.4000000
11/24/1995,IGGRC10D,,,,15.4000000
11/27/1995,IGGRC10D,,,,15.4000000
11/28/1995,IGGRC10D,,,,15.4000000
11/29/1995,IGGRC10D,,,,15.4000000
11/30/1995,IGGRC10D,,,,15.4000000
12/01/1995,IGGRC10D,,,,15.4000000
12/04/1995,IGGRC10D,,,,15.4000000
12/05/1995,IGGRC10D,,,,15.4000000
12/06/1995,IGGRC10D,,,,15.4000000
12/07/1995,IGGRC10D,,,,15.4000000
12/08/1995,IGGRC10D,,,,15.4000000
12/11/1995,IGGRC10D,,,,15.4000000
12/12/1995,IGGRC10D,,,,15.4000000
12/13/1995,IGGRC10D,,,,15.4000000
12/14/1995,IGGRC10D,,,,15.4000000
12/15/1995,IGGRC10D,,,,15.4000000
12/18/1995,IGGRC10D,,,,15.4000000
12/19/1995,IGGRC10D,,,,15.4000000
12/20/1995,IGGRC10D,,,,15.4000000
12/21/1995,IGGRC10D,,,,15.4000000
12/22/1995,IGGRC10D,,,,15.4000000
12/25/1995,IGGRC10D,,,,15.4000000
12/26/1995,IGGRC10D,,,,15.4000000
12/27/1995,IGGRC10D,,,,15.4000000
12/28/1995,IGGRC10D,,,,15.4000000
12/29/1995,IGGRC10D,,,,15.4000000
01/01/1996,IGGRC10D,,,,15.4000000
01/02/1996,IGGRC10D,,,,15.4000000
01/03/1996,IGGRC10D,,,,15.4000000
01/04/1996,IGGRC10D,,,,15.4000000
01/05/1996,IGGRC10D,,,,15.4000000
01/08/1996,IGGRC10D,,,,15.4000000
01/09/1996,IGGRC10D,,,,15.4000000
01/10/1996,IGGRC10D,,,,15.4000000
01/11/1996,IGGRC10D,,,,15.4000000
01/12/1996,IGGRC10D,,,,15.4000000
01/15/1996,IGGRC10D,,,,15.4000000
01/16/1996,IGGRC10D,,,,15.4000000
01/17/1996,IGGRC10D,,,,15.4000000
01/18/1996,IGGRC10D,,,,15.4000000
01/19/1996,IGGRC10D,,,,15.4000000
01/22/1996,IGGRC10D,,,,15.4000000
01/23/1996,IGGRC10D,,,,15.4000000
01/24/1996,IGGRC10D,,,,15.4000000
01/25/1996,IGGRC10D,,,,15.4000000
01/26/1996,IGGRC10D,,,,15.4000000
01/29/1996,IGGRC10D,,,,15.4000000
01/30/1996,IGGRC10D,,,,15.4000000
01/31/1996,IGGRC10D,,,,15.4000000
02/01/1996,IGGRC10D,,,,15.4000000
02/02/1996,IGGRC10D,,,,15.4000000
02/05/1996,IGGRC10D,,,,15.4000000
02/06/1996,IGGRC10D,,,,15.4000000
02/07/1996,IGGRC10D,,,,15.4000000
02/08/1996,IGGRC10D,,,,15.4000000
02/09/1996,IGGRC10D,,,,15.4000000
02/12/1996,IGGRC10D,,,,15.4000000
02/13/1996,IGGRC10D,,,,15.4000000
02/14/1996,IGGRC10D,,,,15.3000000
02/15/1996,IGGRC10D,,,,15.3000000
02/16/1996,IGGRC10D,,,,15.3000000
02/19/1996,IGGRC10D,,,,15.3000000
02/20/1996,IGGRC10D,,,,15.3000000
02/21/1996,IGGRC10D,,,,15.3000000
02/22/1996,IGGRC10D,,,,15.3000000
02/23/1996,IGGRC10D,,,,15.3000000
02/26/1996,IGGRC10D,,,,15.3000000
02/27/1996,IGGRC10D,,,,15.3000000
02/28/1996,IGGRC10D,,,,15.3000000
02/29/1996,IGGRC10D,,,,15.3000000
03/01/1996,IGGRC10D,,,,15.3000000
03/04/1996,IGGRC10D,,,,15.3000000
03/05/1996,IGGRC10D,,,,15.3000000
03/06/1996,IGGRC10D,,,,15.3000000
03/07/1996,IGGRC10D,,,,15.3000000
03/08/1996,IGGRC10D,,,,15.3000000
03/11/1996,IGGRC10D,,,,15.3000000
03/12/1996,IGGRC10D,,,,15.3000000
03/13/1996,IGGRC10D,,,,14.9000000
03/14/1996,IGGRC10D,,,,14.9000000
03/15/1996,IGGRC10D,,,,14.9000000
03/18/1996,IGGRC10D,,,,14.9000000
03/19/1996,IGGRC10D,,,,14.9000000
03/20/1996,IGGRC10D,,,,14.9000000
03/21/1996,IGGRC10D,,,,14.9000000
03/22/1996,IGGRC10D,,,,14.9000000
03/25/1996,IGGRC10D,,,,14.9000000
03/26/1996,IGGRC10D,,,,14.9000000
03/27/1996,IGGRC10D,,,,14.9000000
03/28/1996,IGGRC10D,,,,14.9000000
03/29/1996,IGGRC10D,,,,14.9000000
04/01/1996,IGGRC10D,,,,14.9000000
04/02/1996,IGGRC10D,,,,14.9000000
04/03/1996,IGGRC10D,,,,14.9000000
04/04/1996,IGGRC10D,,,,14.9000000
04/05/1996,IGGRC10D,,,,14.9000000
04/08/1996,IGGRC10D,,,,14.9000000
04/09/1996,IGGRC10D,,,,14.9000000
04/10/1996,IGGRC10D,,,,14.9000000
04/11/1996,IGGRC10D,,,,14.9000000
04/12/1996,IGGRC10D,,,,14.9000000
04/15/1996,IGGRC10D,,,,14.9000000
04/16/1996,IGGRC10D,,,,14.9000000
04/17/1996,IGGRC10D,,,,14.9000000
04/18/1996,IGGRC10D,,,,14.9000000
04/19/1996,IGGRC10D,,,,14.8000000
04/22/1996,IGGRC10D,,,,14.8000000
04/23/1996,IGGRC10D,,,,14.8000000
04/24/1996,IGGRC10D,,,,14.8000000
04/25/1996,IGGRC10D,,,,14.8000000
04/26/1996,IGGRC10D,,,,14.8000000
04/29/1996,IGGRC10D,,,,14.8000000
04/30/1996,IGGRC10D,,,,14.8000000
05/01/1996,IGGRC10D,,,,14.8000000
05/02/1996,IGGRC10D,,,,14.8000000
05/03/1996,IGGRC10D,,,,14.8000000
05/06/1996,IGGRC10D,,,,14.8000000
05/07/1996,IGGRC10D,,,,14.8000000
05/08/1996,IGGRC10D,,,,14.8000000
05/09/1996,IGGRC10D,,,,14.8000000
05/10/1996,IGGRC10D,,,,14.8000000
05/13/1996,IGGRC10D,,,,14.8000000
05/14/1996,IGGRC10D,,,,14.8000000
05/15/1996,IGGRC10D,,,,14.8000000
05/16/1996,IGGRC10D,,,,14.8000000
05/17/1996,IGGRC10D,,,,14.9400000
05/20/1996,IGGRC10D,,,,14.9400000
05/21/1996,IGGRC10D,,,,14.9400000
05/22/1996,IGGRC10D,,,,14.9400000
05/23/1996,IGGRC10D,,,,14.9400000
05/24/1996,IGGRC10D,,,,14.9400000
05/27/1996,IGGRC10D,,,,14.9400000
05/28/1996,IGGRC10D,,,,14.9400000
05/29/1996,IGGRC10D,,,,14.9400000
05/30/1996,IGGRC10D,,,,14.9400000
05/31/1996,IGGRC10D,,,,14.8000000
06/03/1996,IGGRC10D,,,,14.8000000
06/04/1996,IGGRC10D,,,,14.8000000
06/05/1996,IGGRC10D,,,,14.8000000
06/06/1996,IGGRC10D,,,,14.8000000
06/07/1996,IGGRC10D,,,,14.8000000
06/10/1996,IGGRC10D,,,,14.8000000
06/11/1996,IGGRC10D,,,,14.8000000
06/12/1996,IGGRC10D,,,,14.8000000
06/13/1996,IGGRC10D,,,,14.8000000
06/14/1996,IGGRC10D,,,,14.8000000
06/17/1996,IGGRC10D,,,,14.9500000
06/18/1996,IGGRC10D,,,,14.9500000
06/19/1996,IGGRC10D,,,,14.9500000
06/20/1996,IGGRC10D,,,,14.9500000
06/21/1996,IGGRC10D,,,,14.9500000
06/24/1996,IGGRC10D,,,,14.9500000
06/25/1996,IGGRC10D,,,,14.9500000
06/26/1996,IGGRC10D,,,,14.9500000
06/27/1996,IGGRC10D,,,,14.9500000
06/28/1996,IGGRC10D,,,,14.9500000
07/01/1996,IGGRC10D,,,,14.9500000
07/02/1996,IGGRC10D,,,,14.9500000
07/03/1996,IGGRC10D,,,,14.9500000
07/04/1996,IGGRC10D,,,,14.9500000
07/05/1996,IGGRC10D,,,,14.9500000
07/08/1996,IGGRC10D,,,,14.9500000
07/09/1996,IGGRC10D,,,,14.9500000
07/10/1996,IGGRC10D,,,,14.6100000
07/11/1996,IGGRC10D,,,,14.6100000
07/12/1996,IGGRC10D,,,,14.6100000
07/15/1996,IGGRC10D,,,,14.6100000
07/16/1996,IGGRC10D,,,,14.6100000
07/17/1996,IGGRC10D,,,,14.6100000
07/18/1996,IGGRC10D,,,,14.6100000
07/19/1996,IGGRC10D,,,,14.6100000
07/22/1996,IGGRC10D,,,,14.6100000
07/23/1996,IGGRC10D,,,,14.6100000
07/24/1996,IGGRC10D,,,,14.6100000
07/25/1996,IGGRC10D,,,,14.6100000
07/26/1996,IGGRC10D,,,,14.6100000
07/29/1996,IGGRC10D,,,,14.6100000
07/30/1996,IGGRC10D,,,,14.6100000
07/31/1996,IGGRC10D,,,,14.6100000
08/01/1996,IGGRC10D,,,,14.6100000
08/02/1996,IGGRC10D,,,,14.6100000
08/05/1996,IGGRC10D,,,,14.6100000
08/06/1996,IGGRC10D,,,,14.6100000
08/07/1996,IGGRC10D,,,,14.6100000
08/08/1996,IGGRC10D,,,,14.6100000
08/09/1996,IGGRC10D,,,,14.6100000
08/12/1996,IGGRC10D,,,,14.6100000
08/13/1996,IGGRC10D,,,,14.6100000
08/14/1996,IGGRC10D,,,,14.4600000
08/15/1996,IGGRC10D,,,,14.4600000
08/16/1996,IGGRC10D,,,,14.4600000
08/19/1996,IGGRC10D,,,,14.4600000
08/20/1996,IGGRC10D,,,,14.4600000
08/21/1996,IGGRC10D,,,,14.4600000
08/22/1996,IGGRC10D,,,,14.4600000
08/23/1996,IGGRC10D,,,,14.4600000
08/26/1996,IGGRC10D,,,,14.4600000
08/27/1996,IGGRC10D,,,,14.4600000
08/28/1996,IGGRC10D,,,,14.4600000
08/29/1996,IGGRC10D,,,,14.4600000
08/30/1996,IGGRC10D,,,,14.4600000
09/02/1996,IGGRC10D,,,,14.4600000
09/03/1996,IGGRC10D,,,,14.4600000
09/04/1996,IGGRC10D,,,,14.4600000
09/05/1996,IGGRC10D,,,,14.4600000
09/06/1996,IGGRC10D,,,,14.4600000
09/09/1996,IGGRC10D,,,,14.4600000
09/10/1996,IGGRC10D,,,,14.4600000
09/11/1996,IGGRC10D,,,,14.4600000
09/12/1996,IGGRC10D,,,,14.4600000
09/13/1996,IGGRC10D,,,,14.4600000
09/16/1996,IGGRC10D,,,,14.4600000
09/17/1996,IGGRC10D,,,,14.4600000
09/18/1996,IGGRC10D,,,,14.4600000
09/19/1996,IGGRC10D,,,,14.4600000
09/20/1996,IGGRC10D,,,,14.4600000
09/23/1996,IGGRC10D,,,,14.4600000
09/24/1996,IGGRC10D,,,,14.4600000
09/25/1996,IGGRC10D,,,,14.4600000
09/26/1996,IGGRC10D,,,,14.4600000
09/27/1996,IGGRC10D,,,,14.4600000
09/30/1996,IGGRC10D,,,,14.4600000
10/01/1996,IGGRC10D,,,,14.4600000
10/02/1996,IGGRC10D,,,,14.4600000
10/03/1996,IGGRC10D,,,,14.4600000
10/04/1996,IGGRC10D,,,,14.4600000
10/07/1996,IGGRC10D,,,,14.4600000
10/08/1996,IGGRC10D,,,,14.4600000
10/09/1996,IGGRC10D,,,,14.4600000
10/10/1996,IGGRC10D,,,,14.4600000
10/11/1996,IGGRC10D,,,,14.4600000
10/14/1996,IGGRC10D,,,,14.4600000
10/15/1996,IGGRC10D,,,,14.4600000
10/16/1996,IGGRC10D,,,,14.4600000
10/17/1996,IGGRC10D,,,,14.4600000
10/18/1996,IGGRC10D,,,,14.4600000
10/21/1996,IGGRC10D,,,,14.4600000
10/22/1996,IGGRC10D,,,,14.4600000
10/23/1996,IGGRC10D,,,,14.0000000
10/24/1996,IGGRC10D,,,,14.0000000
10/25/1996,IGGRC10D,,,,14.0000000
10/28/1996,IGGRC10D,,,,14.0000000
10/29/1996,IGGRC10D,,,,14.0000000
10/30/1996,IGGRC10D,,,,14.0000000
10/31/1996,IGGRC10D,,,,14.0000000
11/01/1996,IGGRC10D,,,,14.0000000
11/04/1996,IGGRC10D,,,,14.0000000
11/05/1996,IGGRC10D,,,,14.0000000
11/06/1996,IGGRC10D,,,,14.0000000
11/07/1996,IGGRC10D,,,,14.0000000
11/08/1996,IGGRC10D,,,,14.0000000
11/11/1996,IGGRC10D,,,,14.0000000
11/12/1996,IGGRC10D,,,,14.0000000
11/13/1996,IGGRC10D,,,,14.0000000
11/14/1996,IGGRC10D,,,,14.0000000
11/15/1996,IGGRC10D,,,,14.0000000
11/18/1996,IGGRC10D,,,,14.0000000
11/19/1996,IGGRC10D,,,,14.0000000
11/20/1996,IGGRC10D,,,,14.0000000
11/21/1996,IGGRC10D,,,,14.0000000
11/22/1996,IGGRC10D,,,,14.0000000
11/25/1996,IGGRC10D,,,,14.0000000
11/26/1996,IGGRC10D,,,,13.3600000
11/27/1996,IGGRC10D,,,,13.3600000
11/28/1996,IGGRC10D,,,,13.3600000
11/29/1996,IGGRC10D,,,,13.3600000
12/02/1996,IGGRC10D,,,,13.3600000
12/03/1996,IGGRC10D,,,,13.3600000
12/04/1996,IGGRC10D,,,,13.3600000
12/05/1996,IGGRC10D,,,,13.3600000
12/06/1996,IGGRC10D,,,,13.3600000
12/09/1996,IGGRC10D,,,,13.3600000
12/10/1996,IGGRC10D,,,,13.3600000
12/11/1996,IGGRC10D,,,,13.3600000
12/12/1996,IGGRC10D,,,,13.3600000
12/13/1996,IGGRC10D,,,,13.3600000
12/16/1996,IGGRC10D,,,,13.3600000
12/17/1996,IGGRC10D,,,,13.3600000
12/18/1996,IGGRC10D,,,,13.3600000
12/19/1996,IGGRC10D,,,,13.3600000
12/20/1996,IGGRC10D,,,,13.3600000
12/23/1996,IGGRC10D,,,,13.3600000
12/24/1996,IGGRC10D,,,,13.3600000
12/25/1996,IGGRC10D,,,,13.3600000
12/26/1996,IGGRC10D,,,,13.3600000
12/27/1996,IGGRC10D,,,,12.4200000
12/30/1996,IGGRC10D,,,,12.4200000
12/31/1996,IGGRC10D,,,,12.4200000
01/01/1997,IGGRC10D,,,,12.4200000
01/02/1997,IGGRC10D,,,,12.4200000
01/03/1997,IGGRC10D,,,,12.4200000
01/06/1997,IGGRC10D,,,,12.4200000
01/07/1997,IGGRC10D,,,,12.4200000
01/08/1997,IGGRC10D,,,,12.4200000
01/09/1997,IGGRC10D,,,,12.4200000
